trade_id,symbol,trade_type,status,entry_price,average_price,current_size,size,created_at,closed_at,exit_price,average_exit_price,profit_loss,risk_reward_ratio,win_loss,is_contract,is_day_trade,strike,expiration_date,option_type,transaction_type,amount,txn_size,txn_created_at,regular_trades_pl,strategy_trades_pl,total_pl
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,False,False,,,,CLOSE,23.36,6,2025-03-05 16:06:31.633000+00:00,7920.0,0.0,7920.0
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,False,False,,,,CLOSE,23.36,6,2025-03-05 16:06:31.633000+00:00,-18406.92,0.0,-18406.92
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,False,False,,,,CLOSE,23.36,6,2025-03-05 16:06:31.633000+00:00,-18589.58,0.0,-18589.58
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,False,False,,,,CLOSE,23.36,6,2025-03-05 16:06:31.633000+00:00,-1891.7,0.0,-1891.7
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,False,False,,,,CLOSE,23.36,6,2025-03-05 16:06:31.633000+00:00,-60843.88,0.0,-60843.88
aTKHDAPS,UVXY,BTO,CLOSED,18.26,18.26,0,6,2025-01-21 16:41:55.215938+00:00,2025-03-05 16:06:31.633000+00:00,23.36,23.36,30.6,,WIN,False,False,,,,CLOSE,23.36,6,2025-03-05 16:06:31.633000+00:00,-1051.6,0.0,-1051.6
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,OPEN,0.4,1,2024-10-30 15:41:30.416620+00:00,70.0,0.0,70.0
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,OPEN,0.4,1,2024-10-30 15:41:30.416620+00:00,-7812.0,0.0,-7812.0
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,OPEN,0.4,1,2024-10-30 15:41:30.416620+00:00,3660.5,0.0,3660.5
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,OPEN,0.4,1,2024-10-30 15:41:30.416620+00:00,-322513.1,0.0,-322513.1
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,OPEN,0.4,1,2024-10-30 15:41:30.416620+00:00,-180313.43,0.0,-180313.43
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,OPEN,0.4,1,2024-10-30 15:41:30.416620+00:00,15.0,0.0,15.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,ADD,1.4,1,2024-10-30 15:42:08.351970+00:00,70.0,0.0,70.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,ADD,1.4,1,2024-10-30 15:42:08.351970+00:00,-7812.0,0.0,-7812.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,ADD,1.4,1,2024-10-30 15:42:08.351970+00:00,3660.5,0.0,3660.5
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,ADD,1.4,1,2024-10-30 15:42:08.351970+00:00,-322513.1,0.0,-322513.1
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,ADD,1.4,1,2024-10-30 15:42:08.351970+00:00,-180313.43,0.0,-180313.43
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,ADD,1.4,1,2024-10-30 15:42:08.351970+00:00,15.0,0.0,15.0
7Vt84Z5N,ES,BTO,CLOSED,5874.5,5874.5,0,5,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,5878.0,5878.0,17.5,,WIN,False,False,,,,CLOSE,5878.0,5,2024-10-30 16:27:31.143841+00:00,70.0,0.0,70.0
7Vt84Z5N,ES,BTO,CLOSED,5874.5,5874.5,0,5,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,5878.0,5878.0,17.5,,WIN,False,False,,,,CLOSE,5878.0,5,2024-10-30 16:27:31.143841+00:00,-7812.0,0.0,-7812.0
7Vt84Z5N,ES,BTO,CLOSED,5874.5,5874.5,0,5,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,5878.0,5878.0,17.5,,WIN,False,False,,,,CLOSE,5878.0,5,2024-10-30 16:27:31.143841+00:00,3660.5,0.0,3660.5
7Vt84Z5N,ES,BTO,CLOSED,5874.5,5874.5,0,5,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,5878.0,5878.0,17.5,,WIN,False,False,,,,CLOSE,5878.0,5,2024-10-30 16:27:31.143841+00:00,-322513.1,0.0,-322513.1
7Vt84Z5N,ES,BTO,CLOSED,5874.5,5874.5,0,5,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,5878.0,5878.0,17.5,,WIN,False,False,,,,CLOSE,5878.0,5,2024-10-30 16:27:31.143841+00:00,-180313.43,0.0,-180313.43
7Vt84Z5N,ES,BTO,CLOSED,5874.5,5874.5,0,5,2024-10-30 14:05:34.682453+00:00,2024-10-30 16:27:31.143841+00:00,5878.0,5878.0,17.5,,WIN,False,False,,,,CLOSE,5878.0,5,2024-10-30 16:27:31.143841+00:00,15.0,0.0,15.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,TRIM,4.5,0.5,2024-10-30 19:46:58.503167+00:00,70.0,0.0,70.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,TRIM,4.5,0.5,2024-10-30 19:46:58.503167+00:00,-7812.0,0.0,-7812.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,TRIM,4.5,0.5,2024-10-30 19:46:58.503167+00:00,3660.5,0.0,3660.5
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,TRIM,4.5,0.5,2024-10-30 19:46:58.503167+00:00,-322513.1,0.0,-322513.1
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,TRIM,4.5,0.5,2024-10-30 19:46:58.503167+00:00,-180313.43,0.0,-180313.43
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,TRIM,4.5,0.5,2024-10-30 19:46:58.503167+00:00,15.0,0.0,15.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,12.5,1.5,2024-10-30 19:48:57.720194+00:00,70.0,0.0,70.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,12.5,1.5,2024-10-30 19:48:57.720194+00:00,-7812.0,0.0,-7812.0
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,12.5,1.5,2024-10-30 19:48:57.720194+00:00,3660.5,0.0,3660.5
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,12.5,1.5,2024-10-30 19:48:57.720194+00:00,-322513.1,0.0,-322513.1
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,12.5,1.5,2024-10-30 19:48:57.720194+00:00,-180313.43,0.0,-180313.43
QRN88E4E,SPX,BTO,CLOSED,25.9,12.705,0,2.0,2024-10-25 12:25:28.966480+00:00,2025-01-25 17:44:50.076411+00:00,10.5,10.5,-4.41,,LOSS,True,True,5825.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,12.5,1.5,2024-10-30 19:48:57.720194+00:00,15.0,0.0,15.0
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,0.0,1,2024-10-30 19:48:57.736141+00:00,70.0,0.0,70.0
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,0.0,1,2024-10-30 19:48:57.736141+00:00,-7812.0,0.0,-7812.0
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,0.0,1,2024-10-30 19:48:57.736141+00:00,3660.5,0.0,3660.5
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,0.0,1,2024-10-30 19:48:57.736141+00:00,-322513.1,0.0,-322513.1
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,0.0,1,2024-10-30 19:48:57.736141+00:00,-180313.43,0.0,-180313.43
7Q62mNae,SPX,BTO,CLOSED,0.4,0.4,0,1,2024-10-30 15:41:30.397133+00:00,2025-01-25 17:44:51.473211+00:00,0.0,0.0,-0.4,,LOSS,True,True,5800.0,2024-10-30 21:15:00+00:00,PUT,CLOSE,0.0,1,2024-10-30 19:48:57.736141+00:00,15.0,0.0,15.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,30.53,2,2024-10-31 14:17:39.924822+00:00,-1695.0,0.0,-1695.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,30.53,2,2024-10-31 14:17:39.924822+00:00,90931.0,0.0,90931.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,30.53,2,2024-10-31 14:17:39.924822+00:00,18051.0,0.0,18051.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,30.53,2,2024-10-31 14:17:39.924822+00:00,1060.0,0.0,1060.0
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,3.75,0.5,2024-10-31 16:30:31.748250+00:00,7920.0,0.0,7920.0
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,3.75,0.5,2024-10-31 16:30:31.748250+00:00,-18406.92,0.0,-18406.92
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,3.75,0.5,2024-10-31 16:30:31.748250+00:00,-18589.58,0.0,-18589.58
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,3.75,0.5,2024-10-31 16:30:31.748250+00:00,-1891.7,0.0,-1891.7
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,3.75,0.5,2024-10-31 16:30:31.748250+00:00,-60843.88,0.0,-60843.88
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,3.75,0.5,2024-10-31 16:30:31.748250+00:00,-1051.6,0.0,-1051.6
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,True,False,7.0,2024-11-15 21:15:00+00:00,CALL,TRIM,0.75,2,2024-10-31 19:47:18.091060+00:00,7920.0,0.0,7920.0
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,True,False,7.0,2024-11-15 21:15:00+00:00,CALL,TRIM,0.75,2,2024-10-31 19:47:18.091060+00:00,-18406.92,0.0,-18406.92
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,True,False,7.0,2024-11-15 21:15:00+00:00,CALL,TRIM,0.75,2,2024-10-31 19:47:18.091060+00:00,-18589.58,0.0,-18589.58
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,True,False,7.0,2024-11-15 21:15:00+00:00,CALL,TRIM,0.75,2,2024-10-31 19:47:18.091060+00:00,-1891.7,0.0,-1891.7
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,True,False,7.0,2024-11-15 21:15:00+00:00,CALL,TRIM,0.75,2,2024-10-31 19:47:18.091060+00:00,-60843.88,0.0,-60843.88
5Z3UWENe,SQQQ,BTO,CLOSED,0.42,0.465714285714286,0,7,2024-10-25 13:59:45.246304+00:00,2025-01-25 17:44:50.175631+00:00,0.214285714285714,0.214285714285714,-1.76,,LOSS,True,False,7.0,2024-11-15 21:15:00+00:00,CALL,TRIM,0.75,2,2024-10-31 19:47:18.091060+00:00,-1051.6,0.0,-1051.6
BbVjheZQ,COIN,BTO,CLOSED,4.2,4.2,0,3,2024-11-01 13:33:56.604863+00:00,2025-01-25 18:14:27+00:00,,19.2516666666667,45.155,,WIN,True,False,500.0,2025-06-20 21:15:00+00:00,CALL,OPEN,4.2,3,2024-11-01 13:33:56.628405+00:00,-1695.0,0.0,-1695.0
BbVjheZQ,COIN,BTO,CLOSED,4.2,4.2,0,3,2024-11-01 13:33:56.604863+00:00,2025-01-25 18:14:27+00:00,,19.2516666666667,45.155,,WIN,True,False,500.0,2025-06-20 21:15:00+00:00,CALL,OPEN,4.2,3,2024-11-01 13:33:56.628405+00:00,90931.0,0.0,90931.0
BbVjheZQ,COIN,BTO,CLOSED,4.2,4.2,0,3,2024-11-01 13:33:56.604863+00:00,2025-01-25 18:14:27+00:00,,19.2516666666667,45.155,,WIN,True,False,500.0,2025-06-20 21:15:00+00:00,CALL,OPEN,4.2,3,2024-11-01 13:33:56.628405+00:00,18051.0,0.0,18051.0
BbVjheZQ,COIN,BTO,CLOSED,4.2,4.2,0,3,2024-11-01 13:33:56.604863+00:00,2025-01-25 18:14:27+00:00,,19.2516666666667,45.155,,WIN,True,False,500.0,2025-06-20 21:15:00+00:00,CALL,OPEN,4.2,3,2024-11-01 13:33:56.628405+00:00,1060.0,0.0,1060.0
K3g96h9x,MSTR,Sell to Open,CLOSED,188.86,190.735,0,2,2024-10-07 15:22:43.109687+00:00,2024-11-01 14:07:28.277950+00:00,244.74,244.74,108.01,,WIN,False,False,,,,CLOSE,244.74,2.0,2024-11-01 14:07:28.277950+00:00,-1695.0,0.0,-1695.0
K3g96h9x,MSTR,Sell to Open,CLOSED,188.86,190.735,0,2,2024-10-07 15:22:43.109687+00:00,2024-11-01 14:07:28.277950+00:00,244.74,244.74,108.01,,WIN,False,False,,,,CLOSE,244.74,2.0,2024-11-01 14:07:28.277950+00:00,90931.0,0.0,90931.0
K3g96h9x,MSTR,Sell to Open,CLOSED,188.86,190.735,0,2,2024-10-07 15:22:43.109687+00:00,2024-11-01 14:07:28.277950+00:00,244.74,244.74,108.01,,WIN,False,False,,,,CLOSE,244.74,2.0,2024-11-01 14:07:28.277950+00:00,18051.0,0.0,18051.0
K3g96h9x,MSTR,Sell to Open,CLOSED,188.86,190.735,0,2,2024-10-07 15:22:43.109687+00:00,2024-11-01 14:07:28.277950+00:00,244.74,244.74,108.01,,WIN,False,False,,,,CLOSE,244.74,2.0,2024-11-01 14:07:28.277950+00:00,1060.0,0.0,1060.0
ASvzdtMQ,UVXY,BTO,CLOSED,25.01,25.01,0,3,2024-09-30 20:04:36.310953+00:00,2024-11-01 14:13:56.086068+00:00,28.78,28.78,11.31,,WIN,False,False,,,,CLOSE,28.78,3,2024-11-01 14:13:56.086068+00:00,-1695.0,0.0,-1695.0
ASvzdtMQ,UVXY,BTO,CLOSED,25.01,25.01,0,3,2024-09-30 20:04:36.310953+00:00,2024-11-01 14:13:56.086068+00:00,28.78,28.78,11.31,,WIN,False,False,,,,CLOSE,28.78,3,2024-11-01 14:13:56.086068+00:00,90931.0,0.0,90931.0
ASvzdtMQ,UVXY,BTO,CLOSED,25.01,25.01,0,3,2024-09-30 20:04:36.310953+00:00,2024-11-01 14:13:56.086068+00:00,28.78,28.78,11.31,,WIN,False,False,,,,CLOSE,28.78,3,2024-11-01 14:13:56.086068+00:00,18051.0,0.0,18051.0
ASvzdtMQ,UVXY,BTO,CLOSED,25.01,25.01,0,3,2024-09-30 20:04:36.310953+00:00,2024-11-01 14:13:56.086068+00:00,28.78,28.78,11.31,,WIN,False,False,,,,CLOSE,28.78,3,2024-11-01 14:13:56.086068+00:00,1060.0,0.0,1060.0
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,2.6,3,2024-11-01 14:15:53.434733+00:00,7920.0,0.0,7920.0
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,2.6,3,2024-11-01 14:15:53.434733+00:00,-18406.92,0.0,-18406.92
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,2.6,3,2024-11-01 14:15:53.434733+00:00,-18589.58,0.0,-18589.58
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,2.6,3,2024-11-01 14:15:53.434733+00:00,-1891.7,0.0,-1891.7
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,2.6,3,2024-11-01 14:15:53.434733+00:00,-60843.88,0.0,-60843.88
WKPGubbV,UVXY,Buy to Open,CLOSED,1.71,1.70555555555556,0,9,2024-10-18 19:08:44.304776+00:00,2025-01-25 17:44:48.295288+00:00,1.67388888888889,1.67388888888889,-0.285,,LOSS,True,False,30.0,2024-11-15 21:15:00+00:00,CALL,TRIM,2.6,3,2024-11-01 14:15:53.434733+00:00,-1051.6,0.0,-1051.6
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,31.64,2.5,2024-11-01 14:17:29.624817+00:00,-1695.0,0.0,-1695.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,31.64,2.5,2024-11-01 14:17:29.624817+00:00,90931.0,0.0,90931.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,31.64,2.5,2024-11-01 14:17:29.624817+00:00,18051.0,0.0,18051.0
EJAc6nHK,SOXL,Sell to Open,CLOSED,36.62,37.28,0,7,2024-10-07 15:31:12.666883+00:00,2024-11-01 14:31:40.829945+00:00,31.3478571428571,31.3478571428571,-41.525,,LOSS,False,False,,,,TRIM,31.64,2.5,2024-11-01 14:17:29.624817+00:00,1060.0,0.0,1060.0
HyAGoTmp,SPX,Buy to Open,CLOSED,38.5,38.5,0,1,2024-10-09 15:05:57.368313+00:00,2025-02-14 21:27:11.335512+00:00,0.0,0.0,-38.5,,LOSS,True,False,5700.0,2024-10-25 21:15:00+00:00,PUT,OPEN,38.5,1,2024-10-09 15:05:58.127730+00:00,7920.0,0.0,7920.0
HyAGoTmp,SPX,Buy to Open,CLOSED,38.5,38.5,0,1,2024-10-09 15:05:57.368313+00:00,2025-02-14 21:27:11.335512+00:00,0.0,0.0,-38.5,,LOSS,True,False,5700.0,2024-10-25 21:15:00+00:00,PUT,OPEN,38.5,1,2024-10-09 15:05:58.127730+00:00,-18406.92,0.0,-18406.92
